nose_x,nose_y,nose_s,lEye_x,lEye_y,lEye_s,rEye_x,rEye_y,rEye_s,lEar_x,lEar_y,lEar_s,rEar_x,rEar_y,rEar_s,lShoulder_x,lShoulder_y,lShoulder_s,rShoulder_x,rShoulder_y,rShoulder_s,lElbow_x,lElbow_y,lElbow_s,rElbow_x,rElbow_y,rElbow_s,lWrist_x,lWrist_y,lWrist_s,rWrist_x,rWrist_y,rWrist_s,lHip_x,lHip_y,lHip_s,rHip_x,rHip_y,rHip_s,lKnee_x,lKnee_y,lKnee_s,rKnee_x,rKnee_y,rKnee_s,lAnkle_x,lAnkle_y,lAnkle_s,rAnkle_x,rAnkle_y,rAnkle_s
560.8047485351561,267.511474609375,0.8851557970046997,595.8892211914062,244.12179565429688,0.8950821757316589,537.4151000976561,244.12179565429688,0.9435130953788756,630.9736938476562,267.511474609375,0.8610143661499023,490.6357727050781,279.206298828125,0.8852320909500122,689.4478149414062,442.933837890625,0.9513310194015504,420.4668884277344,442.933837890625,0.8797378540039062,736.2271118164062,583.271728515625,0.8544789552688599,350.2979431152344,571.576904296875,0.8793467283248901,514.0254516601561,559.882080078125,0.7299796938896179,595.8892211914062,524.797607421875,0.7417904734611511,642.6685180664062,899.0319213867188,0.7537155151367188,455.5513000488281,887.3370971679688,0.7807747721672058,630.9736938476562,1214.7921142578125,0.8468028903007507,408.7720642089844,1203.0972900390625,0.8616689443588257,630.9736938476562,1472.0782470703125,0.8631870746612549,397.0772399902344,1472.0782470703125,0.8249649405479431
559.4356079101561,268.63497924804693,0.8961682319641113,582.9232788085938,245.14718627929688,0.8982577323913574,524.2039184570311,245.14718627929688,0.9361839294433594,629.8988647460938,268.63497924804693,0.8773529529571533,488.9722595214844,280.37887573242193,0.8864797353744507,688.6183471679688,444.79327392578125,0.9227223396301271,418.5089416503906,444.79327392578125,0.8663478493690491,747.3377075195312,573.9760131835938,0.8374859094619751,348.0456237792969,562.2321166992189,0.9045089483261108,512.4600219726561,550.4882202148439,0.6316134333610535,582.9232788085938,527.0004272460939,0.7823858857154846,641.6427612304688,902.8048095703124,0.7697133421897888,453.7406311035156,891.0609741210938,0.7854545116424559,629.8988647460938,1208.145751953125,0.8334580659866333,418.5089416503906,1208.145751953125,0.8669444918632507,629.8988647460938,1466.51123046875,0.8577755093574524,395.0212097167969,1478.255126953125,0.8128923177719116
556.1280517578125,268.45095825195307,0.8841413855552673,591.3355712890625,244.979248046875,0.8937130570411682,532.6563110351561,244.979248046875,0.9375973343849182,626.5431518554688,268.45095825195307,0.853723406791687,485.71295166015625,280.18682861328125,0.9035282731056212,685.2223510742188,444.4887390136719,0.944172501564026,415.2978515625,444.4887390136719,0.8707720637321472,743.9016723632812,573.5830688476562,0.8475531339645386,344.88275146484375,561.8472290039061,0.8866395950317383,520.9204711914061,550.1113891601561,0.6986135840415955,591.3355712890625,526.6396484375,0.7443570494651794,638.2789916992188,902.1868286132812,0.7607386112213135,450.5054321289063,902.1868286132812,0.7750068306922913,626.5431518554688,1207.31884765625,0.8274790048599243,415.2978515625,1207.31884765625,0.8558726310729979,626.5431518554688,1465.507568359375,0.8596894145011902,403.56201171875,1465.507568359375,0.8128889799118042
556.2870483398439,267.68942260742193,0.9128631353378296,579.6921997070312,244.28419494628903,0.9164873957633972,521.1791381835939,244.28419494628903,0.9431359767913818,626.5026245117188,267.68942260742193,0.8670175075531006,474.3688049316406,267.68942260742193,0.8818802237510681,685.0154418945312,443.22833251953125,0.94130140542984,404.1532287597656,443.22833251953125,0.8672062754631042,743.5285034179688,583.6594848632812,0.8693349957466125,345.6402893066406,571.9569091796875,0.898845911026001,509.4765930175781,560.2542724609375,0.6855275630950928,603.0973510742188,525.146484375,0.7559504508972168,626.5026245117188,887.9268798828125,0.7402198314666748,450.9635925292969,887.9268798828125,0.7549964189529419,626.5026245117188,1203.89697265625,0.8234067559242249,415.8558654785156,1203.89697265625,0.8444663286209106,626.5026245117188,1461.35400390625,0.8492195010185242,392.4506530761719,1473.056640625,0.8221588730812073
553.3641967773439,269.27877807617193,0.9135258197784424,576.9082641601562,245.73475646972656,0.9220508933067322,518.0481567382811,245.73475646972656,0.9380918741226196,623.9962768554688,269.27877807617193,0.9054387807846068,470.9602355957031,269.27877807617193,0.9212384223937988,682.8562622070312,445.8587951660156,0.9111118912696838,400.3282165527344,434.0867919921875,0.870346188545227,729.9441528320312,587.1227416992188,0.8556166887283325,341.4682312011719,563.5787963867188,0.8745170831680298,506.2762145996094,551.8067626953125,0.6615596413612366,576.9082641601562,540.0347900390625,0.7417199611663818,623.9962768554688,893.1947631835938,0.7561347484588623,447.4162292480469,893.1947631835938,0.7651921510696411,635.7682495117188,1211.03857421875,0.8380431532859802,412.1001892089844,1211.03857421875,0.8558776974678041,623.9962768554688,1470.0225830078125,0.8418955802917479,400.3282165527344,1470.0225830078125,0.8372673392295837
549.8267211914061,271.01220703125,0.9196892976760864,573.5221557617188,235.4691162109375,0.9344596862792968,514.2836303710939,235.4691162109375,0.9404271841049194,620.9129028320312,271.01220703125,0.8928897976875305,466.8929138183594,271.01220703125,0.917422890663147,680.1514282226562,448.7276611328125,0.9289965033531188,395.8067321777344,436.87994384765625,0.8778678178787231,727.5420532226562,579.0523071289062,0.8509312272071838,348.4159240722656,567.20458984375,0.8547860383987427,514.2836303710939,555.3568725585939,0.6971582770347595,609.0651245117188,531.6614990234375,0.7572509050369263,632.7605590820312,898.9400634765625,0.7734175324440002,443.1974792480469,898.9400634765625,0.7719869017601013,632.7605590820312,1206.97998046875,0.8599072694778442,407.6543884277344,1206.97998046875,0.8656499981880188,620.9129028320312,1467.62939453125,0.8230385184288025,395.8067321777344,1467.62939453125,0.8474029898643494
536.0155639648439,274.3568725585937,0.9308905005455016,571.9968872070312,238.3756103515625,0.9414107799530028,512.0281372070311,238.3756103515625,0.9418144822120668,619.9718627929688,262.36312866210943,0.8987717628479004,464.0530700683594,262.36312866210943,0.9189353585243224,679.9406127929688,442.2694091796875,0.9324082732200624,392.0906066894531,430.275634765625,0.884084165096283,727.9155883789062,586.1943969726562,0.8376659154891968,356.1093444824219,562.2069091796875,0.821511447429657,512.0281372070311,550.213134765625,0.7858785390853882,607.9780883789062,526.2256469726561,0.7495957016944885,619.9718627929688,898.0319213867188,0.7618129849433899,440.0655822753906,898.0319213867188,0.7914429903030396,631.9656372070312,1209.869384765625,0.8876370191574097,404.0843200683594,1209.869384765625,0.875629186630249,631.9656372070312,1461.7381591796875,0.8176011443138123,404.0843200683594,1473.73193359375,0.8509300351142883
531.7136840820311,273.33718872070307,0.9308658242225648,567.5613403320312,237.4895172119141,0.9461252689361572,507.8152160644531,237.4895172119141,0.9478920698165894,615.3582153320312,273.33718872070307,0.9000526666641235,460.0183410644531,273.33718872070307,0.9133915901184082,663.1550903320312,452.5755615234375,0.9031120538711548,388.3230285644531,440.6263427734375,0.8669706583023071,722.9011840820312,584.0170288085938,0.8462544083595276,340.5261535644531,572.0678100585938,0.8280619978904724,507.8152160644531,548.1693725585939,0.6824625134468079,591.4597778320312,536.2201538085939,0.7776308059692383,627.3074340820312,906.64599609375,0.7603564262390137,436.1199035644531,894.69677734375,0.7792513966560364,639.2566528320312,1205.37646484375,0.8690851330757141,400.2722473144531,1217.32568359375,0.8690116405487059,627.3074340820312,1456.3101806640625,0.8479287028312683,400.2722473144531,1468.2593994140625,0.8268975019454956
541.8300170898439,273.76251220703125,0.9277749061584472,565.7656860351562,237.85910034179688,0.9385154843330384,505.9266662597656,237.85910034179688,0.9519171118736268,613.6369018554688,273.76251220703125,0.8888737559318542,458.0555114746094,273.76251220703125,0.9206998944282532,673.4757690429688,453.2794494628906,0.9017096757888794,386.2486877441406,441.3116760253906,0.871250569820404,721.3469848632812,584.9252319335938,0.8247703909873962,350.3453674316406,560.9896240234375,0.8191309571266174,505.9266662597656,549.0217895507811,0.6964015960693359,589.7012329101562,537.0540161132811,0.7650704979896545,625.6046752929688,896.087890625,0.767395555973053,434.1199035644531,896.087890625,0.7952156066894531,649.5402221679688,1195.28271484375,0.8696104288101196,398.2165222167969,1219.21826171875,0.8456798791885376,637.5724487304688,1458.57421875,0.8510574698448181,398.2165222167969,1470.5419921875,0.8281957507133484
541.9920654296875,273.4849853515625,0.9207552671432496,565.9034423828125,237.6179351806641,0.927474081516266,506.12506103515625,237.6179351806641,0.9518852829933168,613.7261352539062,273.4849853515625,0.8978672623634338,458.3023681640625,273.4849853515625,0.9091938138008118,673.5044555664062,452.82012939453125,0.9231245517730712,386.56829833984375,440.8644714355469,0.8729015588760376,721.3272094726562,596.2882690429688,0.8423790931701659,350.7012939453125,572.3768920898438,0.8181852698326111,506.12506103515625,548.4655151367189,0.7652584910392761,601.7705078125,536.5098876953125,0.7516454458236694,625.6818237304688,907.1357421875,0.7822316884994507,434.3909912109375,907.1357421875,0.7802956700325012,649.5931396484375,1206.027587890625,0.8582460284233093,398.5239868164063,1217.9833984375,0.8633865118026733,637.637451171875,1469.052490234375,0.8457022309303284,398.5239868164063,1469.052490234375,0.8293946385383606
