"image_id","category_id","keypoints","score"
"0.jpg","1","537.8187866210938","2.9731876850128174"
"","","286.3506164550781",""
"","","0.9153419733047485",""
"","","573.8001098632812",""
"","","262.3631286621094",""
"","","0.9235936999320984",""
"","","501.8375244140625",""
"","","262.3631286621094",""
"","","0.8944905996322632",""
"","","621.7750854492188",""
"","","286.3506164550781",""
"","","0.9075406789779663",""
"","","465.8563232421875",""
"","","298.3443603515625",""
"","","0.8974937796592712",""
"","","669.7501220703125",""
"","","466.25689697265625",""
"","","0.7898977994918823",""
"","","393.893798828125",""
"","","478.2506408691406",""
"","","0.8859270215034485",""
"","","789.6876220703125",""
"","","514.2318725585938",""
"","","0.6478357911109924",""
"","","249.9687957763672",""
"","","514.2318725585938",""
"","","0.7714391946792603",""
"","","813.675048828125",""
"","","538.2194213867188",""
"","","0.7612481117248535",""
"","","154.01878356933594",""
"","","502.2381591796875",""
"","","0.7776468992233276",""
"","","621.7750854492188",""
"","","958.0006713867188",""
"","","0.7095479965209961",""
"","","441.8687744140625",""
"","","958.0006713867188",""
"","","0.7765816450119019",""
"","","657.75634765625",""
"","","1161.8944091796875",""
"","","0.8223792910575867",""
"","","369.90631103515625",""
"","","1305.8193359375",""
"","","0.8067484498023987",""
"","","621.7750854492188",""
"","","1305.8193359375",""
"","","0.8290231227874756",""
"","","321.9312744140625",""
"","","1701.613037109375",""
"","","0.8147523403167725",""
"1.jpg","1","523.3231811523438","2.964622974395752"
"","","298.3443603515625",""
"","","0.9084537029266357",""
"","","559.3043823242188",""
"","","262.3631286621094",""
"","","0.9243437647819519",""
"","","499.33563232421875",""
"","","262.3631286621094",""
"","","0.9207801818847656",""
"","","607.2794799804688",""
"","","298.3443603515625",""
"","","0.9041764140129089",""
"","","451.36065673828125",""
"","","298.3443603515625",""
"","","0.7844178676605225",""
"","","667.2482299804688",""
"","","490.244384765625",""
"","","0.8415611982345581",""
"","","379.39813232421875",""
"","","490.244384765625",""
"","","0.8533182144165039",""
"","","787.1857299804688",""
"","","538.2194213867188",""
"","","0.655640184879303",""
"","","235.47312927246094",""
"","","526.2256469726562",""
"","","0.7192177772521973",""
"","","811.1731567382812",""
"","","562.2069091796875",""
"","","0.7456356287002563",""
"","","127.52937316894531",""
"","","514.2318725585938",""
"","","0.7892168164253235",""
"","","619.273193359375",""
"","","969.9944458007812",""
"","","0.7233651280403137",""
"","","439.36688232421875",""
"","","981.9882202148438",""
"","","0.7483308911323547",""
"","","655.2544555664062",""
"","","1161.8944091796875",""
"","","0.8006178736686707",""
"","","367.4044189453125",""
"","","1317.8131103515625",""
"","","0.8279271721839905",""
"","","619.273193359375",""
"","","1305.8193359375",""
"","","0.8299844264984131",""
"","","319.42938232421875",""
"","","1701.613037109375",""
"","","0.7919990420341492",""
"2.jpg","1","521.4300537109375","2.9643802642822266"
"","","298.3443603515625",""
"","","0.8856514692306519",""
"","","545.4175415039062",""
"","","262.3631286621094",""
"","","0.9316636323928833",""
"","","485.44879150390625",""
"","","262.3631286621094",""
"","","0.917084276676178",""
"","","605.3863525390625",""
"","","298.3443603515625",""
"","","0.8874567747116089",""
"","","449.46759033203125",""
"","","286.3506164550781",""
"","","0.7752558588981628",""
"","","653.3613891601562",""
"","","502.2381591796875",""
"","","0.814856767654419",""
"","","365.51129150390625",""
"","","490.244384765625",""
"","","0.8543317317962646",""
"","","773.2988891601562",""
"","","550.213134765625",""
"","","0.6232356429100037",""
"","","209.59254455566406",""
"","","526.2256469726562",""
"","","0.6705093383789062",""
"","","809.2800903320312",""
"","","574.2006225585938",""
"","","0.7045025825500488",""
"","","113.64253234863281",""
"","","514.2318725585938",""
"","","0.791913628578186",""
"","","617.380126953125",""
"","","993.98193359375",""
"","","0.7650934457778931",""
"","","425.48004150390625",""
"","","993.98193359375",""
"","","0.7556955814361572",""
"","","653.3613891601562",""
"","","1185.8818359375",""
"","","0.798839807510376",""
"","","353.517578125",""
"","","1329.806884765625",""
"","","0.7968569993972778",""
"","","629.3738403320312",""
"","","1317.8131103515625",""
"","","0.8719025254249573",""
"","","317.53631591796875",""
"","","1713.6068115234375",""
"","","0.7803539633750916",""
"3.jpg","1","501.39837646484375","2.946004629135132"
"","","298.3443603515625",""
"","","0.9015902876853943",""
"","","537.3795776367188",""
"","","262.3631286621094",""
"","","0.9226797223091125",""
"","","465.4171142578125",""
"","","262.3631286621094",""
"","","0.8978750109672546",""
"","","597.348388671875",""
"","","298.3443603515625",""
"","","0.8806331753730774",""
"","","429.43585205078125",""
"","","298.3443603515625",""
"","","0.7621338963508606",""
"","","645.3234252929688",""
"","","502.2381591796875",""
"","","0.8395740985870361",""
"","","357.47332763671875",""
"","","502.2381591796875",""
"","","0.8601726293563843",""
"","","801.2421264648438",""
"","","562.2069091796875",""
"","","0.5853878855705261",""
"","","213.54832458496094",""
"","","538.2194213867188",""
"","","0.7068765759468079",""
"","","813.2359008789062",""
"","","586.1943969726562",""
"","","0.6512409448623657",""
"","","93.61082458496094",""
"","","526.2256469726562",""
"","","0.800376832485199",""
"","","609.3421630859375",""
"","","1005.9757080078125",""
"","","0.746229350566864",""
"","","417.44207763671875",""
"","","1005.9757080078125",""
"","","0.7598232626914978",""
"","","645.3234252929688",""
"","","1209.869384765625",""
"","","0.8036788105964661",""
"","","345.4796142578125",""
"","","1329.806884765625",""
"","","0.8025708794593811",""
"","","621.3358764648438",""
"","","1305.8193359375",""
"","","0.8133066296577454",""
"","","309.49835205078125",""
"","","1725.6005859375",""
"","","0.781385064125061",""
"4.jpg","1","492.27410888671875","2.9635403156280518"
"","","298.3443603515625",""
"","","0.9024041891098022",""
"","","528.25537109375",""
"","","262.3631286621094",""
"","","0.9290568232536316",""
"","","456.2928466796875",""
"","","262.3631286621094",""
"","","0.905823290348053",""
"","","588.2241821289062",""
"","","298.3443603515625",""
"","","0.8664752244949341",""
"","","408.31787109375",""
"","","298.3443603515625",""
"","","0.8483359217643738",""
"","","636.1991577148438",""
"","","502.2381591796875",""
"","","0.8307356834411621",""
"","","336.3553466796875",""
"","","502.2381591796875",""
"","","0.8357874155044556",""
"","","828.0991821289062",""
"","","574.2006225585938",""
"","","0.6942906379699707",""
"","","192.4303436279297",""
"","","538.2194213867188",""
"","","0.727874755859375",""
"","","780.1242065429688",""
"","","634.1693725585938",""
"","","0.5832231044769287",""
"","","72.49281311035156",""
"","","538.2194213867188",""
"","","0.8059111833572388",""
"","","600.2178955078125",""
"","","1005.9757080078125",""
"","","0.735476553440094",""
"","","408.31787109375",""
"","","1005.9757080078125",""
"","","0.7674813866615295",""
"","","648.1929321289062",""
"","","1197.8756103515625",""
"","","0.8257954716682434",""
"","","336.3553466796875",""
"","","1341.8006591796875",""
"","","0.8011804819107056",""
"","","624.2053833007812",""
"","","1305.8193359375",""
"","","0.813374400138855",""
"","","300.37408447265625",""
"","","1737.59423828125",""
"","","0.7878226041793823",""
"5.jpg","1","486.67071533203125","2.9412832260131836"
"","","286.3506164550781",""
"","","0.8781191110610962",""
"","","510.65826416015625",""
"","","250.36935424804688",""
"","","0.869382917881012",""
"","","450.68951416015625",""
"","","262.3631286621094",""
"","","0.8863288164138794",""
"","","570.6270141601562",""
"","","298.3443603515625",""
"","","0.9022163152694702",""
"","","402.7144775390625",""
"","","286.3506164550781",""
"","","0.881035327911377",""
"","","630.5957641601562",""
"","","502.2381591796875",""
"","","0.8597543239593506",""
"","","330.75201416015625",""
"","","502.2381591796875",""
"","","0.8227819204330444",""
"","","762.5270385742188",""
"","","586.1943969726562",""
"","","0.7259536981582642",""
"","","186.8269805908203",""
"","","538.2194213867188",""
"","","0.7600046396255493",""
"","","798.5082397460938",""
"","","634.1693725585938",""
"","","0.8073043823242188",""
"","","66.88945007324219",""
"","","550.213134765625",""
"","","0.7896127104759216",""
"","","594.6145629882812",""
"","","1005.9757080078125",""
"","","0.7158346772193909",""
"","","390.72076416015625",""
"","","1005.9757080078125",""
"","","0.7429388165473938",""
"","","654.5833129882812",""
"","","1197.8756103515625",""
"","","0.8413780331611633",""
"","","318.75823974609375",""
"","","1353.79443359375",""
"","","0.8007857799530029",""
"","","642.5895385742188",""
"","","1305.8193359375",""
"","","0.8198572993278503",""
"","","306.76446533203125",""
"","","1737.59423828125",""
"","","0.7640727162361145",""
"6.jpg","1","473.9095153808594","2.979104995727539"
"","","274.35687255859375",""
"","","0.8773662447929382",""
"","","509.8907775878906",""
"","","250.36935424804688",""
"","","0.9385582804679871",""
"","","437.9282531738281",""
"","","250.36935424804688",""
"","","0.8966015577316284",""
"","","569.8595581054688",""
"","","286.3506164550781",""
"","","0.8612067103385925",""
"","","401.9469909667969",""
"","","286.3506164550781",""
"","","0.8329396843910217",""
"","","617.8345336914062",""
"","","490.244384765625",""
"","","0.8274754881858826",""
"","","317.9907531738281",""
"","","502.2381591796875",""
"","","0.7929571270942688",""
"","","797.7407836914062",""
"","","598.1881713867188",""
"","","0.7429189085960388",""
"","","162.0719757080078",""
"","","538.2194213867188",""
"","","0.7710554003715515",""
"","","785.7471313476562",""
"","","646.1631469726562",""
"","","0.7396343946456909",""
"","","54.12822341918945",""
"","","562.2069091796875",""
"","","0.7646108269691467",""
"","","593.8471069335938",""
"","","1005.9757080078125",""
"","","0.7210210561752319",""
"","","389.9532775878906",""
"","","1017.9694213867188",""
"","","0.7677252888679504",""
"","","665.8095092773438",""
"","","1197.8756103515625",""
"","","0.8421077132225037",""
"","","317.9907531738281",""
"","","1353.79443359375",""
"","","0.7996894121170044",""
"","","641.8220825195312",""
"","","1305.8193359375",""
"","","0.7933377027511597",""
"","","317.9907531738281",""
"","","1737.59423828125",""
"","","0.7660490274429321",""
"7.jpg","1","469.47613525390625","2.996976852416992"
"","","262.3631286621094",""
"","","0.9183353185653687",""
"","","505.4573974609375",""
"","","238.3756103515625",""
"","","0.9584444761276245",""
"","","433.494873046875",""
"","","238.3756103515625",""
"","","0.9002729058265686",""
"","","565.4261474609375",""
"","","274.35687255859375",""
"","","0.865683376789093",""
"","","385.5198974609375",""
"","","274.35687255859375",""
"","","0.8186832070350647",""
"","","625.3948974609375",""
"","","490.244384765625",""
"","","0.8245354890823364",""
"","","313.557373046875",""
"","","502.2381591796875",""
"","","0.8006911277770996",""
"","","805.3011474609375",""
"","","622.1756591796875",""
"","","0.7717719674110413",""
"","","157.6385955810547",""
"","","538.2194213867188",""
"","","0.7355831861495972",""
"","","757.326171875",""
"","","658.1569213867188",""
"","","0.6989421248435974",""
"","","37.70109939575195",""
"","","562.2069091796875",""
"","","0.6476395130157471",""
"","","589.4136962890625",""
"","","1005.9757080078125",""
"","","0.7207208275794983",""
"","","385.5198974609375",""
"","","1005.9757080078125",""
"","","0.7513629794120789",""
"","","661.3761596679688",""
"","","1197.8756103515625",""
"","","0.8609685301780701",""
"","","313.557373046875",""
"","","1353.79443359375",""
"","","0.8079498410224915",""
"","","637.388671875",""
"","","1305.8193359375",""
"","","0.8175918459892273",""
"","","313.557373046875",""
"","","1749.5880126953125",""
"","","0.7631133794784546",""
"8.jpg","1","459.89447021484375","2.97845196723938"
"","","262.3631286621094",""
"","","0.9301063418388367",""
"","","495.875732421875",""
"","","238.3756103515625",""
"","","0.9271953105926514",""
"","","435.906982421875",""
"","","238.3756103515625",""
"","","0.8823416233062744",""
"","","555.844482421875",""
"","","274.35687255859375",""
"","","0.919530987739563",""
"","","387.93194580078125",""
"","","274.35687255859375",""
"","","0.8724795579910278",""
"","","615.813232421875",""
"","","490.244384765625",""
"","","0.8495924472808838",""
"","","303.9757080078125",""
"","","490.244384765625",""
"","","0.8213494420051575",""
"","","795.719482421875",""
"","","634.1693725585938",""
"","","0.6639488935470581",""
"","","160.0507049560547",""
"","","538.2194213867188",""
"","","0.7789247035980225",""
"","","771.7320556640625",""
"","","646.1631469726562",""
"","","0.7281637787818909",""
"","","40.11317825317383",""
"","","574.2006225585938",""
"","","0.7174245119094849",""
"","","591.8257446289062",""
"","","1005.9757080078125",""
"","","0.7192450165748596",""
"","","387.93194580078125",""
